Keyword,Rank,Title_Of_Page,URL,Lenght_Of_Title,Presence_of_Keyword_in_Title,Title_Starts_with_Keyword,Lenght_of_Url,Presence_Of_Keyword_In_Url,Domain_Name,No_of_H1_Tags,Presence_of_Keyword_in_H1_Tag,No_of_H2_tags,Presence_of_Keyword_in_H2_Tag,No_of_H3_Tags,Presence_of_Keyword_in_H3_Tag,Content_Lenght,Keyword_Denisty,Lenght_of_Description,Keyword_in_Description,Total_Images,Images_Without_Alt_Tags,Images_With_Alt_Tag,Keyword_in_Alt_Tags_of_Images,Total_Links,Internal_Links,External_Links,Presence_of_Internal_Link,Presence_of_External_Links
socks,22.0,"Men's Socks | Dress, Ankle & Athletic | H&M US",https://www2.hm.com/en_us/men/products/socks.html,46,1,1,49,1,www2.hm.com,1,1,6,0,45,0,20467,0.26,156,1,37,1,36,36,347,332,15,1,1
socks,23.0,Men's Socks | Socks for Men | M&S,https://www.marksandspencer.com/l/men/mens-socks,33,1,1,48,1,www.marksandspencer.com,1,1,0,0,48,1,24179,0.36,148,1,161,22,139,107,602,559,43,1,1
socks,24.0,Men's Socks Online in Pakistan: Buy at Menswear.pk,https://menswear.pk/socks/,50,1,1,26,1,menswear.pk,1,1,0,0,1,0,10907,0.18,137,0,27,1,26,12,81,70,11,1,1
socks,25.0,Men's Socks | Duluth Trading Company,https://www.duluthtrading.com/men/underwear/socks/,36,1,1,50,1,www.duluthtrading.com,2,0,4,1,1,1,19384,0.18,151,1,218,19,199,36,284,274,10,1,1
socks,26.0,Mens Socks. Nike.com,https://www.nike.com/w/mens-socks-7ny3qznik1,20,0,0,44,1,www.nike.com,1,1,0,0,2,0,11525,0.29,55,0,51,1,50,48,386,372,14,1,1
socks,27.0,Best Running Socks 2021 | Most Comfortable Socks for Runners,https://www.runnersworld.com/gear/a20809978/the-best-socks-for-runners/,60,1,1,71,1,www.runnersworld.com,1,1,0,0,15,0,20739,0.11,127,0,31,22,9,1,116,68,48,1,1
socks,28.0,Socks - Dunnes Stores,https://www.dunnesstores.com/c/lingerie/tights-and-socks/socks,21,1,1,62,1,www.dunnesstores.com,1,1,8,1,5,0,17908,0.17,137,1,63,5,58,28,261,250,11,1,1
socks,29.0,Socks Shop at Hush Puppies – hushpuppiespk,https://www.hushpuppies.com.pk/collections/socks,42,1,1,48,1,www.hushpuppies.com.pk,1,1,4,0,11,0,14227,0.04,66,0,49,12,37,0,104,99,5,1,1
socks,30.0,Socks - Cotton & Cotton,https://www.ccshirts.com/collections/socks,23,1,1,42,1,www.ccshirts.com,0,0,0,0,15,1,8695,0.6,179,1,26,7,19,15,50,45,5,1,1
socks,31.0,Men's Socks | Men's Clothing | George at ASDA,"https://direct.asda.com/george/men/socks/D2M1G10C18,default,sc.html",45,1,1,67,1,direct.asda.com,1,1,1,0,0,0,2317,0.56,151,1,15,1,14,14,27,25,2,1,1
socks,32.0,Socks | Mack Weldon - Reinventing Men's Basics,https://mackweldon.com/collections/socks,46,1,1,40,1,mackweldon.com,1,1,8,0,2,0,22969,0.03,144,0,36,18,18,1,92,84,8,1,1
socks,33.0,Mens Socks - Designer & Cotton Socks For Men - TK Maxx,https://www.tkmaxx.com/uk/en/men/clothing/underwear+socks/socks/c/02030302,54,1,1,74,1,www.tkmaxx.com,1,1,1,0,4,0,72020,0.1,146,1,47,46,1,0,480,457,23,1,1
socks,34.0,Men's Socks Online: Low Price Offer on Socks for Men - AJIO,https://www.ajio.com/men-socks/c/830202002,59,1,1,42,1,www.ajio.com,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,1
socks,35.0,Men's Designer Socks | Men's Silk & Wool Socks | GUCCI® US,https://www.gucci.com/us/en/ca/men/accessories-for-men/socks-for-men-c-men-accessories-socks,58,1,1,92,1,www.gucci.com,1,1,13,1,0,0,35541,0.05,139,0,101,6,95,26,282,269,13,1,1
socks,36.0,"Men's Socks | Trainer Socks, Cotton & Sports Socks – Matalan",https://www.matalan.co.uk/mens/socks,60,1,1,36,1,www.matalan.co.uk,1,1,2,0,0,0,124688,0.06,117,1,82,13,69,35,650,640,10,1,1
socks,37.0,"Men's Collection: Shop Socks, T-Shirts & Underwear for Men ...",https://www.stance.com/men/,62,0,0,27,0,www.stance.com,2,0,6,0,9,0,6339,0.17,171,1,27,1,26,0,63,55,8,1,1
socks,38.0,Socks | Men - Bjorn Borg,https://www.bjornborg.com/en/men/shoes/socks,24,1,1,44,1,www.bjornborg.com,2,1,0,0,41,1,52510,0.07,145,1,76,2,74,28,143,134,9,1,1
socks,39.0,Socks | REI Co-op,https://www.rei.com/c/socks,17,1,1,27,1,www.rei.com,1,1,10,0,32,0,35192,0.31,123,0,118,66,52,34,923,907,16,1,1
socks,40.0,Men's Socks | Accessories | LACOSTE,https://www.lacoste.com/us/lacoste/men/accessories/socks/,35,1,1,57,1,www.lacoste.com,1,1,1,0,0,0,11962,0.21,137,1,53,26,27,0,204,184,20,1,1
socks,41.0,Socks – Wituka,https://www.wituka.com/collections/socks,14,1,1,40,1,www.wituka.com,1,1,0,0,3,0,15711,0.43,0,0,396,11,385,378,63,59,4,1,1
socks,42.0,Mens Socks - Socks for Men Buy Online - Decathlon,https://www.decathlon.in/men-s-footwear/men-s-socks-17122,49,1,1,57,1,www.decathlon.in,1,1,1,1,1,0,3433,0.73,113,0,211,58,153,93,54,43,11,1,1
socks,43.0,Men's Socks from SOCKSHOP,https://www.sockshop.co.uk/featured/mens-socks,25,1,1,46,1,www.sockshop.co.uk,1,1,7,1,3,0,54013,0.26,227,1,222,27,195,60,404,396,8,1,1
socks,44.0,Men's Socks | Dress Socks & Casual Socks | Florsheim,https://www.florsheim.com/shop/styles/accessories/socks/page0.html,52,1,1,66,1,www.florsheim.com,1,1,0,0,0,0,9331,0.41,228,0,52,3,49,17,87,80,7,1,1
socks,45.0,Darn Tough Vermont - Merino Wool Socks Guaranteed for Life ...,https://darntough.com/,62,1,1,22,0,darntough.com,0,0,14,1,30,0,26337,0.11,218,1,163,98,65,17,132,121,11,1,1
socks,46.0,"Socks | Mens, Womens & Kids | Football, Sports, Trainer ...",https://www.sportsdirect.com/accessories/socks,59,1,1,46,1,www.sportsdirect.com,1,1,4,0,8,0,83960,0.15,140,1,324,200,124,104,124,109,15,1,1
socks,47.0,"Men's Socks | Happy Socks, Calvin Klein, Thomas Pink | John ...",https://www.johnlewis.com/browse/men/mens-socks/_/N-eah,63,1,1,55,1,www.johnlewis.com,1,1,28,0,23,0,12179,0.63,133,1,53,2,51,23,187,163,24,1,1
socks,48.0,Socks | Apparel | Men | Categories | Mark's,https://www.marks.com/en/men/apparel/socks.html,43,1,1,47,1,www.marks.com,1,1,24,1,6,0,11143,0.23,121,0,123,2,121,38,55,37,18,1,1
socks,49.0,Sock collections by Berluti,https://www.berluti.com/en-int/accessories/socks/,27,1,1,49,1,www.berluti.com,2,1,6,0,11,0,18187,0.06,139,0,54,54,0,0,101,91,10,1,1
socks,50.0,Wundersocks: Merino Wool Socks - MM Socks,https://www.wundersocks.com/,41,1,1,28,1,www.wundersocks.com,1,0,0,0,12,1,5035,0.68,129,0,39,1,38,7,81,32,49,1,1
socks,51.0,hummel Socks - Men | hummel.net,https://www.hummel.net/men/accessories/socks,31,1,1,44,1,www.hummel.net,1,1,18,0,0,0,36569,0.04,156,0,209,1,208,12,276,245,31,1,1
socks,52.0,Happy Socks - Home | Facebook,https://www.facebook.com/HappySocks/,29,1,1,36,1,www.facebook.com,1,1,1,1,0,0,3723,0.67,126,0,61,51,10,1,84,83,1,1,1
socks,53.0,SOCKS - Wikipedia,https://en.wikipedia.org/wiki/SOCKS,17,1,1,35,1,en.wikipedia.org,1,1,9,0,18,1,19117,0.52,0,0,4,2,2,0,223,161,62,1,1
socks,54.0,"Men's Athletic, Low-Cut & Crew Socks | Under Armour",https://www.underarmour.com/en-us/c/mens/accessories/socks/,51,1,1,59,1,www.underarmour.com,1,1,2,0,1,0,21814,0.16,104,0,91,3,88,48,313,287,26,1,1
socks,55.0,Men's Athletic Socks: All Types | adidas US,https://www.adidas.com/us/men-socks,43,0,0,35,1,www.adidas.com,1,1,0,0,0,0,9575,0.72,155,1,64,46,18,8,463,457,6,1,1
socks,56.0,"Men's Socks, Dress Socks, & Sock Gift Sets | Ralph Lauren",https://www.ralphlauren.com/men-accessories-socks,57,1,1,49,1,www.ralphlauren.com,1,0,5,0,17,0,15524,0,155,0,31,23,8,0,340,6,334,1,1
socks,57.0,Sack of Socks - Apparel from WWF,https://gifts.worldwildlife.org/gift-center/gifts/Apparel/Sack-of-Socks.aspx,32,1,1,76,1,gifts.worldwildlife.org,1,1,5,0,4,1,11780,0.06,197,1,184,180,4,0,26,11,15,1,1
socks,58.0,Men's Socks | HUGO BOSS,https://www.hugoboss.com/men-socks/,23,1,1,35,1,www.hugoboss.com,1,1,4,0,6,0,47618,0.15,138,0,225,6,219,63,327,317,10,1,1
socks,59.0,Socks | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Socks,42,1,1,69,1,shop.googlemerchandisestore.com,0,0,1,0,0,0,6038,0.22,151,0,6,6,0,0,46,40,6,1,1
socks,60.0,35 Best Socks for Men 2021 | The Strategist | New York ...,https://nymag.com/strategist/article/best-mens-socks-reviews.html,58,1,1,65,1,nymag.com,1,1,40,0,0,0,45319,0.26,250,1,49,13,36,22,245,183,62,1,1
socks,61.0,X-SOCKS® - Hightech for your Feet | X-BIONIC® International,https://www.x-bionic.com/en-it/shop/overview/x-socks,59,0,0,52,1,www.x-bionic.com,0,0,3,1,1,0,6724,0.22,295,0,103,93,10,4,145,137,8,1,1
socks,62.0,Athletic Socks | Casual Socks | Formal Socks | Specialty Socks,https://www.interloop-pk.com/hosiery-6/,62,1,1,39,0,www.interloop-pk.com,0,0,6,0,14,0,27235,0.07,154,0,267,262,5,0,61,53,8,1,1
socks,63.0,"Smartwool® Wool Socks, Merino Wool Clothing & Accessories",https://www.smartwool.com/,57,0,0,26,0,www.smartwool.com,19,0,1,0,4,1,9048,0.09,142,1,23,5,18,2,98,88,10,1,1
socks,64.0,Sports Socks @ TheSportStore.pk,https://www.thesportstore.pk/Socks,31,1,1,34,1,www.thesportstore.pk,1,1,0,0,38,0,11171,0.34,103,0,29,7,22,16,203,181,22,1,1
socks,65.0,Happy Socks (@happysocks) • Instagram photos and videos,https://www.instagram.com/happysocks/?hl=en,55,1,1,43,1,www.instagram.com,1,1,1,1,0,0,2922,0.38,108,1,103,0,103,17,110,106,4,1,1
socks,66.0,"Fun Socks: No-Show, Crew & Knee-High for Girls & Guys | Hot ...",https://www.hottopic.com/accessories/socks/,63,0,0,43,1,www.hottopic.com,4,0,64,1,39,0,52209,0.19,172,1,161,3,158,114,1038,1031,7,1,1
socks,67.0,Shop the latest and new trendy design Tights and Socks Online,https://www.akgalleria.com/women/accessories/tights-socks.html,61,1,1,62,1,www.akgalleria.com,1,1,78,0,5,0,18727,0.11,201,0,72,39,33,24,458,451,7,1,1
socks,68.0,What is socks? - Definition from WhatIs.com,https://whatis.techtarget.com/definition/socks,43,0,0,46,1,whatis.techtarget.com,1,1,7,0,15,0,10937,0.06,155,0,4,1,3,0,221,166,55,1,1
socks,69.0,"Sleeping with Socks On: Benefits, Risks, and More - Healthline",https://www.healthline.com/health/sleeping-with-socks-on,62,1,1,56,1,www.healthline.com,1,1,9,0,4,0,8225,0.41,123,1,6,3,3,0,42,23,19,1,1
socks,70.0,The World's First Sock Subscription | Order Online ...,https://www.blacksocks.com/en/,54,1,1,30,1,www.blacksocks.com,4,0,10,0,10,1,12981,0.75,157,1,39,15,24,8,72,65,7,1,1
socks,71.0,Miniso Women's Solid Color Low cut Socks 3 Pair– Miniso ...,https://miniso.pk/products/miniso-womens-solid-color-low-cut-socks-3-pair,59,1,1,73,1,miniso.pk,1,1,0,0,5,0,7323,0.1,0,0,52,24,28,8,53,42,11,1,1
socks,72.0,Khas Socks: Largest Manufacturer of Export Quality Socks,https://khassocks.com/,56,1,1,22,1,khassocks.com,5,1,9,0,0,0,6958,0.66,152,1,26,26,0,0,46,33,13,1,1
socks,73.0,Buy Socks Online in Pakistan | Mens Socks | Loafer Socks | TWH,https://www.thewarehouse.pk/mens-socks,62,1,1,38,1,www.thewarehouse.pk,3,1,2,1,10,0,6549,1.05,163,1,36,4,32,31,53,47,6,1,1
socks,74.0,SoxLinks - The World's Destination for Quality Socks,https://soxlinks.com/,52,1,1,21,0,soxlinks.com,0,0,0,0,0,0,2653,0,146,1,21,19,2,0,48,46,2,1,1
socks,75.0,Sock | Definition of Sock by Merriam-Webster,https://www.merriam-webster.com/dictionary/sock,44,1,1,47,0,www.merriam-webster.com,1,0,13,0,0,0,11249,0.04,74,0,25,6,19,0,145,126,19,1,1
socks,76.0,Men's Socks | lululemon,https://shop.lululemon.com/c/men-socks/_/N-8s1,23,1,1,46,1,shop.lululemon.com,1,1,3,0,15,0,2073,0.53,77,0,12,1,11,0,91,63,28,1,1
socks,77.0,"SOCKS – An online magazine of Art, Architecture, Media ...",http://socks-studio.com/,58,1,1,24,1,socks-studio.com,1,1,10,0,1,0,10851,0.1,145,0,17,15,2,0,41,28,13,1,1
socks,78.0,Socks & Tights - COS,https://www.cosstores.com/en_eur/women/socks-and-tights.html,20,1,1,60,1,www.cosstores.com,1,1,16,0,1,0,9144,0.56,121,1,51,2,49,40,136,130,6,1,1
socks,79.0,Sock | Definition of Sock at Dictionary.com,https://www.dictionary.com/browse/socks,43,1,1,39,1,www.dictionary.com,1,0,12,0,20,0,7036,0.06,97,0,10,0,10,0,108,93,15,1,1
socks,80.0,Sock | Definition of Sock at Dictionary.com,https://www.dictionary.com/browse/socks,43,1,1,39,1,www.dictionary.com,1,0,12,0,20,0,6883,0.06,97,0,10,0,10,0,107,92,15,1,1
socks,81.0,Men's socks | FALKE,https://www.falke.com/fi_en/men/socks-hosiery/socks/,19,1,1,52,1,www.falke.com,1,1,0,0,0,0,8713,0.21,148,1,37,23,14,5,55,47,8,1,1
socks,82.0,SOCK | meaning in the Cambridge English Dictionary,https://dictionary.cambridge.org/dictionary/english/sock,50,1,1,56,0,dictionary.cambridge.org,1,0,7,0,8,0,21888,0.05,126,0,8,3,5,0,221,203,18,1,1
socks,83.0,Men's Socks | Foot Locker,https://www.footlocker.com/category/mens/accessories/socks.html,25,1,1,63,1,www.footlocker.com,1,1,1,0,11,0,3997,0.78,194,0,24,0,24,9,75,55,20,1,1
socks,84.0,"Mens Socks, Cool & Cold Socks, Hot & Temperature Socks by ...",https://www.rohan.co.uk/mens/socks,61,1,1,34,1,www.rohan.co.uk,1,1,7,1,1,0,11518,0.14,155,1,31,1,30,13,106,101,5,1,1
socks,85.0,Shahzad Textile: Socks Manufacturer in Pakistan | Socks ...,https://shahzadtex.com/,59,1,1,23,0,shahzadtex.com,2,0,6,0,2,1,5284,0.51,154,1,19,4,15,1,37,32,5,1,1
socks,86.0,"Men's Socks: Shop Dress, No Show, & Fun Socks for Men ...",https://www.kohls.com/catalog/mens-socks-hosiery-clothing.jsp?CN=Gender:Mens+Category:Socks%20%26%20Hosiery+Department:Clothing,57,1,1,127,1,www.kohls.com,1,1,3,0,13,1,22955,0.5,106,0,248,10,238,53,221,201,20,1,1
socks,87.0,Women's socks: basic and fashionable socks | Calzedonia,https://www.calzedonia.com/us/women/socks/,55,1,1,42,1,www.calzedonia.com,2,0,2,0,2,0,18711,0.24,146,1,99,18,81,28,135,124,11,1,1
socks,88.0,Stance Europe: Stance Socks - Uncover the Uncommon,https://euro.stance.eu.com/,50,1,1,27,0,euro.stance.eu.com,4,0,9,0,0,0,11087,0.43,146,1,8,6,2,0,123,114,9,1,1
socks,89.0,Men's Socks | Bonobos,https://bonobos.com/shop/accessories/socks-and-underwear,21,1,1,56,1,bonobos.com,1,1,0,0,0,0,10615,0.34,156,1,8,2,6,6,55,45,10,1,1
socks,90.0,Swiftwick Socks - The Best Socks You Will Ever Wear ...,https://swiftwick.com/,55,1,1,22,0,swiftwick.com,0,0,5,0,4,0,18617,0.09,269,1,228,24,204,42,105,99,6,1,1
socks,91.0,Men's Socks | J.Crew,https://www.jcrew.com/c/mens_category/socks,20,1,1,43,1,www.jcrew.com,1,1,28,0,92,0,10280,0.65,112,1,36,24,12,12,272,257,15,1,1
socks,92.0,Men's Socks | ASICS,https://www.asics.com/us/en-us/mens-socks/c/aa10309000/,19,1,1,55,1,www.asics.com,1,1,7,0,4,0,20861,0.17,101,0,38,12,26,3,279,269,10,1,1
socks,93.0,"Cool Socks: Funny, Nerd & Novelty Socks | BoxLunch",https://www.boxlunch.com/accessories/socks/,50,1,1,43,1,www.boxlunch.com,4,0,64,0,60,0,37179,0.16,6,0,170,2,168,80,510,505,5,1,1
socks,94.0,Mens Socks & Slippers: Mens Accessories | Timberland.com,https://www.timberland.com/shop/mens-socks,56,1,1,42,1,www.timberland.com,1,1,1,0,1,0,17106,0.16,92,1,58,1,57,15,192,177,15,1,1
socks,95.0,Socks - Life is Good,https://www.lifeisgood.com/accessories/socks/,20,1,1,45,1,www.lifeisgood.com,1,1,18,0,36,0,13840,0.11,116,0,44,2,42,6,196,188,8,1,1
socks,96.0,IT Socks | The Sophos Store,https://shop.sophos.com/collections/itsocks,27,1,1,43,1,shop.sophos.com,2,0,2,0,24,1,2736,1.06,0,0,25,0,25,24,58,58,0,1,0
socks,97.0,Cute Ankle Socks for Women | Free People,https://www.freepeople.com/socks/,40,1,1,33,1,www.freepeople.com,1,1,3,0,92,0,24143,0.32,147,1,36,5,31,7,161,152,9,1,1
socks,98.0,Men's Running Socks | On,https://www.on-running.com/en-us/explore/mens/accessories/running-socks,24,1,1,71,1,www.on-running.com,0,0,0,0,1,0,2463,0.04,148,0,1,1,0,0,58,36,22,1,1
socks,99.0,"Men's Socks - Dress Socks, Athletic & Printed Socks - Express",https://www.express.com/mens-clothing/fashion-accessories/socks/cat1850008,61,1,1,74,1,www.express.com,1,1,0,0,1,1,13952,0.5,173,1,132,63,69,56,276,258,18,1,1
socks,100.0,Socks for Men | Nordstrom,https://www.nordstrom.com/browse/men/clothing/socks,25,1,1,51,1,www.nordstrom.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweater,1.0,Buy Women Sweaters Online – Breakout,https://breakout.com.pk/collections/women-sweaters,36,0,0,50,1,breakout.com.pk,0,0,14,0,0,0,21222,0.11,234,1,27,15,12,10,125,122,3,1,1
sweater,2.0,Sweater - Wikipedia,https://en.wikipedia.org/wiki/Sweater,19,1,1,37,1,en.wikipedia.org,1,1,12,0,12,0,19786,0.3,0,0,12,9,3,0,482,399,83,1,1
sweater,3.0,Get Women Winter Collection SALE | Sweaters & Cardigans ...,https://www.limelight.pk/collections/sweaters-cardigans,59,0,0,55,1,www.limelight.pk,3,1,2,0,68,0,20752,0.24,296,0,146,28,118,86,217,199,18,1,1
sweater,4.0,Women Sweaters - Buy Ladies Sweaters Online - Salt by ...,https://www.gulahmedshop.com/women/salt/sweaters,57,0,0,48,1,www.gulahmedshop.com,1,1,1,1,4,1,26996,0.18,156,1,90,17,73,52,177,171,6,1,1
sweater,5.0,"Sweaters - Buy Sweater for Men, Women & Kids Online in ...",https://www.myntra.com/sweaters,58,1,1,31,1,www.myntra.com,1,1,2,1,52,0,38484,0.21,149,1,14,3,11,6,347,339,8,1,1
sweater,6.0,Cardigans & Sweaters - Shop the latest trends online | H&M US,https://www2.hm.com/en_us/women/products/cardigans-sweaters.html,61,0,0,64,1,www2.hm.com,1,1,6,0,52,0,22626,0.19,143,1,38,2,36,15,370,355,15,1,1
sweater,7.0,Sale | Cardigans & Sweaters - Shop the latest trends online ...,https://www2.hm.com/en_us/sale/women/cardigans-sweaters.html,63,0,0,60,1,www2.hm.com,1,1,5,0,52,0,23041,0.22,156,1,37,1,36,32,378,363,15,1,1
sweater,8.0,This item has been added to your cart Show filters Filter Home ...,https://outfitters.com.pk/collections/women-sweater-1,66,0,0,53,1,outfitters.com.pk,0,0,3,0,14,0,11802,0.1,0,0,22,0,22,10,39,30,9,1,1
sweater,9.0,Women's Sweaters | Amazon.com,https://www.amazon.com/Womens-Sweaters/b?ie=UTF8&node=1044456,29,0,0,61,1,www.amazon.com,1,1,12,1,0,0,18972,0.24,85,0,58,19,39,26,212,175,37,1,1
sweater,10.0,Women's Sweaters | Nordstrom,https://www.nordstrom.com/browse/women/clothing/sweaters,28,0,0,56,1,www.nordstrom.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweater,11.0,Sweaters for Women : Target,https://www.target.com/c/sweaters-women-s-clothing/-/N-5xtbx,27,0,0,60,1,www.target.com,1,0,2,0,0,0,2267,0.26,121,0,10,0,10,0,56,52,4,1,1
sweater,12.0,Women's Sweaters & Cardigans: Oversized & Fitted | Women ...,https://www.forever21.com/us/shop/catalog/category/f21/sweater,60,0,0,62,1,www.forever21.com,1,1,1,0,4,0,45642,0.17,201,1,365,263,102,0,443,430,13,1,1
sweater,13.0,"Sweaters | Women's Sweaters, Jumpers & Knitwear | na-kd.com",https://www.na-kd.com/en/sweaters,59,0,0,33,1,www.na-kd.com,0,0,1,0,1,0,8293,0.25,137,1,42,6,36,14,314,313,1,1,1
sweater,14.0,Men's Sweaters | J.Crew,https://www.jcrew.com/c/mens_category/sweaters,23,0,0,46,1,www.jcrew.com,1,1,26,0,100,0,12726,0.56,122,1,35,23,12,12,283,268,15,1,1
sweater,15.0,Sweaters & Knits | SHOPBOP,https://www.shopbop.com/clothing-sweaters-knits/br/v=1/13317.htm?all,26,0,0,68,1,www.shopbop.com,1,1,0,0,33,0,34354,0.15,98,0,284,52,232,48,331,322,9,1,1
sweater,16.0,Women's Sweaters | ZARA United States,https://www.zara.com/us/en/woman-knitwear-sweaters-l1165.html,37,0,0,61,1,www.zara.com,5,0,6,0,16,0,16035,0.36,98,0,74,16,58,45,570,556,14,1,1
sweater,17.0,Peter England Sweaters for Men - Buy Men's Sweaters Online ...,https://www.peterengland.com/category/men/sweaters-151,62,0,0,54,1,www.peterengland.com,1,1,3,0,2,0,43486,0.12,187,0,125,1,124,120,75,67,8,1,1
sweater,18.0,Women's Sweaters - Macy's,https://www.macys.com/shop/womens-clothing/womens-sweaters?id=260,25,0,0,65,1,www.macys.com,1,1,19,0,0,0,72943,0.08,118,0,65,3,62,33,324,293,31,1,1
sweater,19.0,Sweaters for Women | Oversized Sweaters & Soft Sweaters ...,https://www.anthropologie.com/tops-sweaters,59,0,0,43,1,www.anthropologie.com,1,1,3,0,93,0,31335,0.22,0,0,34,1,33,6,128,117,11,1,1
sweater,20.0,"Women's Sweaters, Cardigans, & Turtlenecks | Ralph Lauren",https://www.ralphlauren.com/women-clothing-sweaters,57,0,0,51,1,www.ralphlauren.com,1,1,4,0,13,0,31066,0.12,149,1,172,99,73,26,411,352,59,1,1
sweater,21.0,"Men's Sweaters: Cashmere, Pullover, Wool | Diesel",https://shop.diesel.com/en/mens/sweaters/,49,0,0,41,1,shop.diesel.com,1,0,14,0,0,0,11382,0.02,145,0,47,14,33,0,250,155,95,1,1
sweater,22.0,Shop Women's Sweaters & Knitwear | Fjallraven US,https://www.fjallraven.com/us/en-us/women/tops/sweaters-knitwear,48,0,0,64,1,www.fjallraven.com,1,1,2,0,38,1,22468,0.17,189,1,106,6,100,48,163,147,16,1,1
sweater,23.0,Sweaters for Women | LOFT,https://www.loft.com/sweaters/catl000012,25,0,0,40,1,www.loft.com,1,1,0,0,0,0,16131,0.33,158,1,78,15,63,40,231,216,15,1,1
sweater,24.0,Sweater | clothing | Britannica,https://www.britannica.com/topic/sweater,31,1,1,40,1,www.britannica.com,1,1,1,0,0,0,5520,0.2,299,0,12,5,7,0,34,19,15,1,1
sweater,25.0,Women's Cardigans & Sweaters | Old Navy,https://oldnavy.gap.com/browse/category.do?cid=20408,39,0,0,52,0,oldnavy.gap.com,1,1,9,0,0,0,1859,0.43,124,1,19,1,18,0,17,13,4,1,1
sweater,26.0,24 Best Sweaters on Amazon 2021 | Warm Sweaters for Women,https://www.marieclaire.com/fashion/g29554536/best-sweaters-amazon/,57,0,0,67,1,www.marieclaire.com,1,1,0,0,0,0,15375,0.46,138,1,43,40,3,0,103,61,42,1,1
sweater,27.0,Sweaters & Cardigans for Women | Costco,https://www.costco.com/womens-sweaters.html,39,0,0,43,1,www.costco.com,1,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
sweater,28.0,Designer Sweaters & Cardigans for Women | Tory Burch,https://www.toryburch.com/clothing/sweaters/,52,0,0,44,1,www.toryburch.com,2,1,4,0,6,0,10376,0.1,156,1,19,0,19,0,73,59,14,1,1
sweater,29.0,Shop Designer Sweaters - Women's | Saks Fifth Avenue,https://www.saksfifthavenue.com/c/women-s-apparel/sweaters,52,0,0,58,1,www.saksfifthavenue.com,1,1,66,0,54,0,68769,0.05,117,0,67,4,63,10,920,906,14,1,1
sweater,30.0,Women's Sweaters - Sweaters & Cardigans - Express,https://www.express.com/womens-clothing/tops/Sweaters/cat2012,49,0,0,61,1,www.express.com,0,0,0,0,0,0,8143,0.05,0,0,14,1,13,0,216,198,18,1,1
sweater,31.0,Women's Cardigans and Sweater Coats: Clothing | Madewell,https://www.madewell.com/womens/clothing/sweaters,56,1,1,49,1,www.madewell.com,2,1,3,1,11,0,37361,0.21,158,1,271,231,40,30,237,215,22,1,1
sweater,32.0,Gant Sweaters & Sweatshirts,https://www.gant.com/all-sweaters,27,0,0,33,1,www.gant.com,1,1,0,0,14,0,8850,0.63,40,0,211,31,180,153,151,124,27,1,1
sweater,33.0,"Women's Sweaters, Pullovers & Cardigans - Calvin Klein",https://www.calvinklein.us/en/womens-clothing/womens-apparel/womens-sweaters,54,0,0,76,1,www.calvinklein.us,1,1,2,0,9,0,32748,0.11,172,1,93,8,85,13,211,196,15,1,1
sweater,34.0,"Men's Sweaters & Cardigans | Affordable V-Neck, Crew Neck ...",https://www.uniqlo.com/us/en/men/sweaters,61,0,0,41,1,www.uniqlo.com,1,1,7,0,4,0,31653,0.09,179,1,145,4,141,97,492,474,18,1,1
sweater,35.0,"Oversized Sweaters, Turtleneck Sweaters + More | Free People",https://www.freepeople.com/sweaters/,60,0,0,36,1,www.freepeople.com,1,1,3,0,92,0,26215,0.11,135,1,37,3,34,0,164,155,9,1,1
sweater,36.0,Sweaters – Outerknown,https://www.outerknown.com/collections/sweaters,21,0,0,47,1,www.outerknown.com,1,1,0,0,8,0,9552,0.18,197,0,38,9,29,12,73,69,4,1,1
sweater,37.0,Women's Sweaters |Tommy Hilfiger USA,https://usa.tommy.com/en/sweaters-women,36,0,0,39,1,usa.tommy.com,1,1,29,0,7,0,100773,0.1,134,1,192,41,151,45,257,234,23,1,1
sweater,38.0,Sweaters for Women | ModCloth,https://www.modcloth.com/shop/sweaters,29,0,0,38,1,www.modcloth.com,1,1,2,0,5,0,34680,0.18,145,1,94,4,90,31,243,228,15,1,1
sweater,39.0,Women's Sweaters | Boden US,https://www.bodenusa.com/en-us/womens-sweaters,27,0,0,46,1,www.bodenusa.com,25,1,1,0,66,1,16882,0.34,156,1,178,0,178,41,293,278,15,1,1
sweater,40.0,SWEATER | meaning in the Cambridge English Dictionary,https://dictionary.cambridge.org/dictionary/english/sweater,53,1,1,59,1,dictionary.cambridge.org,1,1,8,1,0,0,25105,0.1,131,1,8,3,5,0,168,148,20,1,1
sweater,41.0,"Louis Vuitton Launches 'Jamaica-Inspired' Sweater, But Gets ...",https://www.entrepreneur.com/article/366061,63,0,0,43,0,www.entrepreneur.com,1,1,3,0,5,0,6425,0.03,115,0,14,4,10,1,93,59,34,1,1
